"row_id","bucket","snapnum","M","_count_*_"
5139,60108,6,108,9
72,60109,6,109,2
5330,60110,6,110,1
73,70094,7,94,358
5211,70095,7,95,6
74,70096,7,96,424
75,70097,7,97,447
76,70098,7,98,437
77,70099,7,99,417
78,70100,7,100,731
79,70101,7,101,622
80,70102,7,102,831
81,70103,7,103,611
82,70104,7,104,563
83,70105,7,105,186
84,70106,7,106,108
85,70107,7,107,34
86,70108,7,108,15
87,70109,7,109,8
88,70110,7,110,1
89,80094,8,94,573
90,80095,8,95,9
91,80096,8,96,706
92,80097,8,97,680
93,80098,8,98,708
94,80099,8,99,699
95,80100,8,100,1209
96,80101,8,101,1113
97,80102,8,102,1379
98,80103,8,103,1098
99,80104,8,104,960
100,80105,8,105,369
101,80106,8,106,182
102,80107,8,107,74
103,80108,8,108,26
104,80109,8,109,14
5251,80110,8,110,4
5342,80111,8,111,1
105,90094,9,94,882
5212,90095,9,95,15
106,90096,9,96,1077
107,90097,9,97,1107
108,90098,9,98,1151
109,90099,9,99,1153
110,90100,9,100,1966
111,90101,9,101,1692
112,90102,9,102,2257
113,90103,9,103,1765
114,90104,9,104,1714
115,90105,9,105,584
116,90106,9,106,328
117,90107,9,107,126
118,90108,9,108,63
119,90109,9,109,15
5140,90110,9,110,12
5213,90111,9,111,2
5371,90112,9,112,1
120,100094,10,94,1323
121,100095,10,95,24
122,100096,10,96,1552
123,100097,10,97,1683
124,100098,10,98,1726
125,100099,10,99,1681
126,100100,10,100,3059
127,100101,10,101,2631
128,100102,10,102,3558
129,100103,10,103,2928
130,100104,10,104,2738
131,100105,10,105,1024
132,100106,10,106,575
133,100107,10,107,223
134,100108,10,108,96
5141,100109,10,109,38
135,100110,10,110,16
136,100111,10,111,9
5331,100112,10,112,1
137,110094,11,94,1953
138,110095,11,95,40
139,110096,11,96,2238
140,110097,11,97,2577
141,110098,11,98,2582
142,110099,11,99,2468
143,110100,11,100,4417
144,110101,11,101,4114
145,110102,11,102,5315
146,110103,11,103,4565
147,110104,11,104,4360
148,110105,11,105,1732
149,110106,11,106,857
150,110107,11,107,400
151,110108,11,108,186
152,110109,11,109,81
153,110110,11,110,22
154,110111,11,111,14
5282,110112,11,112,2
5312,110113,11,113,1
155,120094,12,94,2841
156,120095,12,95,55
157,120096,12,96,3299
158,120097,12,97,3706
159,120098,12,98,3649
160,120099,12,99,3699
161,120100,12,100,6577
162,120101,12,101,6033
163,120102,12,102,8088
164,120103,12,103,7040
165,120104,12,104,6826
166,120105,12,105,2786
167,120106,12,106,1531
168,120107,12,107,631
169,120108,12,108,329
170,120109,12,109,146
171,120110,12,110,49
5142,120111,12,111,23
5283,120112,12,112,4
5143,120113,12,113,3
172,130094,13,94,4048
173,130095,13,95,87
174,130096,13,96,4872
175,130097,13,97,5123
176,130098,13,98,5331
177,130099,13,99,5299
178,130100,13,100,9363
179,130101,13,101,8764
180,130102,13,102,11814
181,130103,13,103,10410
182,130104,13,104,10458
183,130105,13,105,4372
184,130106,13,106,2473
185,130107,13,107,1090
186,130108,13,108,564
187,130109,13,109,228
188,130110,13,110,97
189,130111,13,111,43
5144,130112,13,112,12
5284,130113,13,113,5
5356,130114,13,114,1
190,140094,14,94,5633
191,140095,14,95,150
192,140096,14,96,6742
193,140097,14,97,7436
194,140098,14,98,7480
195,140099,14,99,7591
196,140100,14,100,13450
197,140101,14,101,12681
198,140102,14,102,17303
199,140103,14,103,15204
200,140104,14,104,15728
201,140105,14,105,6780
202,140106,14,106,3996
203,140107,14,107,1787
204,140108,14,108,970
205,140109,14,109,392
206,140110,14,110,172
207,140111,14,111,74
208,140112,14,112,24
5145,140113,14,113,10
209,140114,14,114,4
210,150094,15,94,7682
211,150095,15,95,206
212,150096,15,96,8958
213,150097,15,97,10110
214,150098,15,98,10373
215,150099,15,99,10468
216,150100,15,100,18753
217,150101,15,101,17793
218,150102,15,102,24873
219,150103,15,103,22087
220,150104,15,104,22946
221,150105,15,105,10381
222,150106,15,106,6140
223,150107,15,107,2822
224,150108,15,108,1616
225,150109,15,109,667
226,150110,15,110,285
227,150111,15,111,133
228,150112,15,112,47
229,150113,15,113,12
5146,150114,15,114,7
230,150115,15,115,2
231,160094,16,94,10428
232,160095,16,95,265
233,160096,16,96,12142
234,160097,16,97,13941
235,160098,16,98,14121
236,160099,16,99,14208
237,160100,16,100,25712
238,160101,16,101,24899
239,160102,16,102,34572
240,160103,16,103,31520
241,160104,16,104,33565
242,160105,16,105,15374
243,160106,16,106,9527
244,160107,16,107,4395
245,160108,16,108,2518
246,160109,16,109,1154
247,160110,16,110,483
248,160111,16,111,229
249,160112,16,112,82
250,160113,16,113,30
5147,160114,16,114,10
251,160115,16,115,7
252,170094,17,94,13957
253,170095,17,95,354
254,170096,17,96,16615
255,170097,17,97,18405
256,170098,17,98,19021
257,170099,17,99,19086
258,170100,17,100,35023
259,170101,17,101,33374
